name_id,country,crag,sector,name,tall_recommend_sum,grade_mean,cluster,rating_tot
0,and,montserrat,prohibitivo,diagonal de la x,-1,49.25,3,-0.045211449
1,and,montserrat,prohibitivo,mehir,-1,49,2,0.116464061
2,and,montserrat,prohibitivo,pas de la discordia,0,49,2,0.17872175
3,and,tartareu,bombo suis,tenedor libre,0,44.33333333,3,0.158449225
4,arg,bandurrias,rincon,tendinitis,1,48.5,0,0.075797184
5,arg,bariloche,pared blanca,barbaroja,0,49,1,-0.164901795
6,arg,bariloche,pared blanca,barbas del capitan,0,46,2,-0.045211449
7,arg,bariloche,pared blanca,jack sparrow,0,51,1,-0.045211449
8,arg,bariloche,pared blanca,lenguita de gato,0,53,2,-0.073996823
9,arg,barrosa,matrix,matrix,0,48.5,0,-0.045211449
10,arg,buitrera,alero,amamantamos la cachorra,0,44,2,-0.073474534
11,arg,buitrera,alero,capitan pingaloca,0,44,2,-0.073474534
12,arg,buitrera,alero,indomita,0,46,2,-0.073474534
13,arg,buitrera,alero,mas chingona,0,46,2,-0.073474534
14,arg,buitrera,gruyere,cojo anal,0,40,2,-0.073474534
15,arg,buitrera,ongi etorri,algo muy sucio,0,36,2,-0.073474534
16,arg,buitrera,ongi etorri,chinchillon,0,40,2,-0.073474534
17,arg,buitrera,ongi etorri,vida en el filo,0,32,2,-0.073474534
18,arg,buitreras,alero,mickey mouse,0,40,2,0.379969908
19,arg,buitreras,alero,planeta agujero,-1,44.5,3,-0.105056622
20,arg,buitreras,alero,punto g,0,34.5,2,-0.073474534
21,arg,buitreras,ongi etorri,algo muy sucio,0,32.5,2,-0.164901795
22,arg,buitreras,ongi etorri,chinchillon,0,38,2,0.320124735
23,arg,casa de piedra,san martin de los andes,betty la fea,0,40,2,-0.164901795
24,arg,cerro ventana,abajo,chorro negro,0,49.16666667,2,-0.116780424
25,arg,cerro ventana,abajo,conchaqueta,0,44,2,0.197301816
26,arg,cerro ventana,abajo,expresso,0,49,2,-0.164901795
27,arg,cerro ventana,abajo,halcones galacticos,-1,39.5,2,-0.067896489
28,arg,cerro ventana,abajo,reaccion en cadena,0,36.75,3,0.197301816
29,arg,cerro ventana,abajo,spineta,0,44,2,-0.045211449
30,arg,cerro ventana,abajo,vamos a morrir,0,38.6,2,-0.156754087
31,arg,cerro ventana,abajo,woody good dog,-1,40.83333333,2,0.004220542
32,arg,cerro ventana,visera,forza makita,0,57,2,-0.045211449
33,arg,covisal,cueva,canguro magico,1,58,7,-0.108833289
34,arg,covisal,cueva,envergadura total,0,48.25,0,-0.073474534
35,arg,covisal,cueva,hormiga atomica,0,56.5,0,0.449293081
36,arg,covisal,cueva,huelga de princesas,-1,55.5,3,-0.062077061
37,arg,covisal,cueva,huntito,-1,63,3,-0.035630512
38,arg,covisal,cueva,me la tenes clara,0,53,2,-0.045211449
39,arg,covisal,cueva,milena,1,53.5,3,0.418536149
40,arg,covisal,cueva,sauron,1,63,0,0.320124735
41,arg,covisal,san martin de los andes,envergadura,0,49,2,-0.073474534
42,arg,covisal,san martin de los andes,gran cajeta,0,38,2,-0.073474534
43,arg,frey,abuelo,aprendiendo a volar,0,38.66666667,6,-0.073474534
44,arg,frey,abuelo,naca naca crunch crunch,0,35.5,6,-0.164901795
45,arg,morenhuapi,sector principal,castigo de jehova,0,40,2,-0.073474534
46,arg,morenhuapi,sector principal,de primate,0,38,1,-0.073474534
47,arg,morenhuapi,sector principal,fuking pinches,0,48.5,0,-0.073474534
48,arg,morenhuapi,sector principal,muchamina,0,53,2,-0.073474534
49,arg,morenhuapi,sector principal,pinche cabron,0,49,2,-0.164901795
50,arg,morenhuapi,sector principal,shantala,0,42,2,-0.17764527
51,arg,morenito,playita,boquita de dama,0,57,2,-0.073474534
52,arg,morenito,playita,cuiyibo,0,59,2,-0.045211449
53,arg,morenito,playita,mi perro dinamita,0,55,2,-0.073474534
54,arg,morenito,playita,namaste,0,46,2,-0.045211449
55,arg,morenito,playita,siempre es lo mismo nena,0,52,2,-0.073474534
56,arg,morenito,playita,tu perro guardian,0,58,2,-0.073474534
57,arg,piedra parada,alero,adan en su eden,0,33,1,-0.073474534
58,arg,piedra parada,alero,amplio moncada,0,50.66666667,3,0.05778659
59,arg,piedra parada,alero,capitan pingaloca,0,44,2,0.170033543
60,arg,piedra parada,alero,dura de entrarle,-1,53.66666667,3,-0.073474534
61,arg,piedra parada,alero,indomita,0,46,2,-0.164901795
62,arg,piedra parada,alero,mas chingona,-1,46.33333333,3,-0.046988195
63,arg,piedra parada,alero,mickey mouse,1,40,2,0.076984956
64,arg,piedra parada,alero,planeta agujero,0,44.33333333,2,-0.125893386
65,arg,piedra parada,alero,ponienola cachonda,-1,47,3,0.074478897
66,arg,piedra parada,alero,propulsion a chorro,0,44.2,2,-0.045211449
67,arg,piedra parada,alero,punto g,0,33,1,-0.073474534
68,arg,piedra parada,alero,rio de lava,-1,49.125,2,-0.164901795
69,arg,piedra parada,anfiteatro,en eleste esta el cachengue,0,49.33333333,2,0.050978075
70,arg,piedra parada,anfiteatro,epifania,0,56.83333333,1,0.325556541
71,arg,piedra parada,anfiteatro,estigma,0,53,1,0.315088287
72,arg,piedra parada,anfiteatro,grito de cristal,0,51,2,-0.164901795
73,arg,piedra parada,anfiteatro,homofobica,0,57.75,1,0.075558586
74,arg,piedra parada,anfiteatro,limites de la partner,0,53,2,0.224523719
75,arg,piedra parada,anfiteatro,para entibiar,0,44,2,-0.040747957
76,arg,piedra parada,anfiteatro,pongame una cerveza pulpero,0,49.33333333,0,0.218294398
77,arg,piedra parada,anfiteatro,revelacion divina,0,51,1,0.485300107
78,arg,piedra parada,anfiteatro,sacrificio del corderoy,0,42.5,3,-0.164901795
79,arg,piedra parada,anfiteatro,te chifla la cachifla,-1,54,0,0.408903312
80,arg,piedra parada,anfiteatro,uyuyui,0,51,2,0.320124735
81,arg,piedra parada,anfiteatro,zonda patagonico,0,55,1,-0.030410995
82,arg,piedra parada,calavera,coordinacion formacion,-1,67.5,0,-0.153898769
83,arg,piedra parada,calavera,cuarzo,-1,48.91666667,2,0.062244171
84,arg,piedra parada,calavera,cumbia de la buitrera,0,62,1,0.164795578
85,arg,piedra parada,calavera,dulce duro,1,62.8,0,0.113747634
86,arg,piedra parada,calavera,erizo protegido por alambres de puas,1,39.83333333,2,0.072587103
87,arg,piedra parada,calavera,flecha perdida,1,52.8,2,0.126252279
88,arg,piedra parada,calavera,le merlin,1,56.875,0,0.090257905
89,arg,piedra parada,calavera,les yeux qui piquent,1,59.5,1,-0.168029003
90,arg,piedra parada,calavera,mediacratia,0,52.66666667,0,0.172507494
91,arg,piedra parada,calavera,nueva atras de la flecha,1,38.25,0,-0.034841616
92,arg,piedra parada,calavera,nueva de kopcke,2,39,0,0.007014648
93,arg,piedra parada,calavera,nununu,0,49.25,2,-0.045211449
94,arg,piedra parada,calavera,pan blanco,-1,67.66666667,0,0.168194677
95,arg,piedra parada,calavera,piedra rolada,0,39.375,1,0.014633724
96,arg,piedra parada,calavera,sofia,0,40,1,-0.045211449
97,arg,piedra parada,calavera,sunny twins,0,36.66666667,1,-0.073474534
98,arg,piedra parada,calavera,tete du mort,-2,48.3,2,0.030661282
99,arg,piedra parada,calavera,tremble nahir tremble,0,36,1,-0.073474534
100,arg,piedra parada,calavera,universal local,0,48.83333333,2,-0.164901795
101,arg,piedra parada,calavera,vino malbec,1,56.90909091,0,-0.057628969
102,arg,piedra parada,circo,a rajatabla,0,33,1,-0.073474534
103,arg,piedra parada,circo,alharaca de la bandurria,1,48.8,0,0.03631528
104,arg,piedra parada,circo,angel copulador,0,49,2,-0.070930049
105,arg,piedra parada,circo,apriete final,0,57,1,-0.073474534
106,arg,piedra parada,circo,aquelarre,0,44,2,-0.045211449
107,arg,piedra parada,circo,autofelatio,-2,63.85714286,1,0.116469681
108,arg,piedra parada,circo,birlocha party,0,40,1,-0.073474534
109,arg,piedra parada,circo,cabernet suavezon,0,46,2,0.137456643
110,arg,piedra parada,circo,chaupapa,0,46,2,0.116464061
111,arg,piedra parada,circo,clan mono,0,55,1,-0.073474534
112,arg,piedra parada,circo,culebron de las marujas,0,40.5,1,0.075051018
113,arg,piedra parada,circo,empanada locro y vino,0,29,1,-0.073474534
114,arg,piedra parada,circo,laucha cuchillera,1,46,0,-0.045211449
115,arg,piedra parada,circo,mansa panza,0,33,1,-0.073474534
116,arg,piedra parada,circo,manso guiso,0,55,1,0.189141239
117,arg,piedra parada,circo,mateina cafeina y todas las minas,0,51,1,0.287374381
118,arg,piedra parada,circo,mujeres al poder,0,53,2,0.322958697
119,arg,piedra parada,cortas,amigo del pan,1,35.5,0,-0.073474534
120,arg,piedra parada,cueva,dulce duro,0,62.57142857,0,0.020947407
121,arg,piedra parada,gradas,sunny twins,0,37,1,-0.073474534
122,arg,piedra parada,gruyere,asado fatal,0,36,2,0.320124735
123,arg,piedra parada,gruyere,cojo anal,0,40.22222222,2,-0.051905525
124,arg,piedra parada,gruyere,mustache gracias,0,44,2,0.069005599
125,arg,piedra parada,ongi etorri,algo muy sucio,0,36,1,0.320124735
126,arg,piedra parada,ongi etorri,apriete cachete,0,54.4,2,0.223119429
127,arg,piedra parada,ongi etorri,chinchillon,0,40,2,0.065104474
128,arg,piedra parada,ongi etorri,feng shuy,-1,39.8,1,-0.073474534
129,arg,piedra parada,ongi etorri,sos pechosa,0,48.4,0,-0.164901795
130,arg,piedra parada,ortigas,a las hora del postre,0,48.33333333,3,0.074478897
131,arg,piedra parada,ortigas,cascarrona,-1,48.35714286,0,0.102811891
132,arg,piedra parada,ortigas,chapati con dulce de leche,0,44,2,-0.073474534
133,arg,piedra parada,ortigas,concierto de taladros,1,37.66666667,0,-0.045211449
134,arg,piedra parada,ortigas,corazon contento,-1,42.5,3,0.568043496
135,arg,piedra parada,ortigas,enana blanca,0,57,0,0.07761147
136,arg,piedra parada,ortigas,negro rasta,0,44,4,0.320124735
137,arg,piedra parada,ortigas,pajaro carpintero,-1,42.11111111,2,0.306129681
138,arg,piedra parada,ortigas,panza llena,1,43.83333333,2,0.158449225
139,arg,piedra parada,ortigas,pety gourmet extension,0,42,2,0.223119429
140,arg,piedra parada,ortigas,te de ortigas,0,38,2,-0.073474534
141,arg,piedra parada,ortigas,tom sawyer,0,43.5,0,0.118547024
142,arg,piedra parada,ortigas,variante inaki,-1,53.25,3,0.327887405
143,arg,piedra parada,totem,efecto cafe,0,48.5,0,-0.164901795
144,arg,piedra parada,totem,espolon de la tarantula,0,52.5,4,0.320124735
145,arg,piedra parada,totem,pico de pato,0,52.6,0,0.029108817
146,arg,trebol,pared blanca,barbaroja,0,48.33333333,2,0.097559861
147,arg,trebol,pared blanca,barbas del capitan,0,46.9,2,0.078003015
148,arg,trebol,pared blanca,calavera no chilla,0,62,2,-0.156754087
149,arg,trebol,pared blanca,capitan bachi,0,48.5,2,-0.073474534
150,arg,trebol,pared blanca,chacopalai,0,65,2,-0.090665869
151,arg,trebol,pared blanca,chimichanga,0,62,2,-0.073474534
152,arg,trebol,pared blanca,corsario negro,1,59.4,3,0.01183757
153,arg,trebol,pared blanca,galletita dulce,0,36,2,-0.045211449
154,arg,trebol,pared blanca,guerra de peditos,0,31,2,-0.073474534
155,arg,trebol,pared blanca,habitante del raviol,0,55.5,3,-0.073474534
156,arg,trebol,pared blanca,isla del tesoro,0,38.66666667,2,0.278139571
157,arg,trebol,pared blanca,jack sparrow,-1,51.0625,2,0.097788571
158,arg,trebol,pared blanca,lenguita de gato,0,52.9,0,-0.008136249
159,arg,trebol,pared blanca,mandibula de titanio,0,46,0,-0.165811423
160,arg,trebol,pared blanca,pata de palo,0,51.8,0,-0.158763545
161,arg,trebol,pared blanca,paty,0,53,0,-0.045211449
162,arg,trebol,pared blanca,perla negra,0,37,1,0.190009717
163,arg,trebol,pared blanca,peter pan,0,50.5,0,-0.039073199
164,arg,trebol,pared blanca,tarugos y bananas,0,70,2,-0.08043949
165,arg,trebol,pared blanca,travesia,0,57.5,3,-0.045211449
166,arg,valle encantado,sector nuevo,meneaito,-1,53.5,3,-0.040683946
167,arg,valle encantado,sector nuevo,toma de juan,-1,51.5,3,-0.164901795
168,arg,valle encantado,valle encantado,peluca,0,49,2,0.411551996
169,arg,valle encantado,valle encantado,perita,0,44,2,-0.073474534
170,arg,valle encantado,valle encantado,terreno,0,36,2,-0.073474534
171,arg,villa llanquin,rocas rojas,buenos aires,0,39.5,2,-0.046121076
172,arg,villa llanquin,rocas rojas,consuelo del abuelo,0,44,2,0.278139571
173,arg,villa llanquin,rocas rojas,pito catala,0,66,2,-0.069683996
174,arg,villa llanquin,rocas rojas,santiago,0,40.33333333,3,-0.073474534
175,aus,arapiles,arapiles,wall of the afternoon sun,0,36,6,-0.073474534
176,aus,arapiles,organ pipes,aardvark,0,36,6,-0.073474534
177,aus,arapiles,organ pipes,stentor,-1,29.33333333,6,-0.045211449
178,aus,arapiles,organ pipes,tannin,0,37.6,6,0.072989294
179,aus,arapiles,organ pipes,wraith,0,42.66666667,6,-0.111661897
180,aus,arapiles,tiger wall,no future,0,42,6,-0.073474534
181,aus,arapiles,tiger wall,resignation,0,30,6,-0.173124654
182,aus,bell sunnyside,bell,on main wall,0,55,2,-0.045211449
183,aus,berowra,orange wall,wall thing,0,36,4,0.074478897
184,aus,blue bell,main wall,gatekeeper,0,49,2,0.932460688
185,aus,blue mountains,atlantis,herminator,-1,52,0,-0.156964392
186,aus,blue mountains,atlantis,subwoofer,0,39,2,-0.073474534
187,aus,blue mountains,atlantis,twenty something,0,49,2,0.074478897
188,aus,blue mountains,bardens lookout,arrow and the song,0,29,2,0.559505428
189,aus,blue mountains,bardens lookout,bloodline,-1,66.85714286,2,0.260786889
190,aus,blue mountains,bardens lookout,booby trap,0,63.5,2,-0.078127538
191,aus,blue mountains,bardens lookout,brain haemorrhage,0,66,0,0.005920616
192,aus,blue mountains,bardens lookout,cave route,1,50.6,2,0.01020541
193,aus,blue mountains,bardens lookout,change junkies,1,36.83333333,2,0.034582115
194,aus,blue mountains,bardens lookout,changes,0,40,1,-0.066397032
195,aus,blue mountains,bardens lookout,chicken skin,1,50.625,2,0.123921322
196,aus,blue mountains,bardens lookout,dr do little,0,41.6,2,0.074478897
197,aus,blue mountains,bardens lookout,electric blue,-1,36.6,2,0.191885533
198,aus,blue mountains,bardens lookout,george king of the jungle,0,52.2,2,0.027182012
199,aus,blue mountains,bardens lookout,go lotto,1,39.36363636,2,-0.07627467
200,aus,blue mountains,bardens lookout,goosebumps,0,50.95833333,2,0.147997505
201,aus,blue mountains,bardens lookout,hang on to yourself,1,45.15,2,-0.036991262
202,aus,blue mountains,bardens lookout,happy new year,0,36,1,-0.073474534
203,aus,blue mountains,bardens lookout,hermione,0,31.8,2,-0.101087921
204,aus,blue mountains,bardens lookout,holy leaping shortarses batman,1,50.85714286,2,-0.03954877
205,aus,blue mountains,bardens lookout,hunky dory,0,46,2,0.120493314
206,aus,blue mountains,bardens lookout,it takes a lot to laugh it takes a train to cry,0,62,2,-0.03259084
207,aus,blue mountains,bardens lookout,its no game,0,49,2,0.17872175
208,aus,blue mountains,bardens lookout,jean genie,-1,50.66666667,2,-0.059648541
209,aus,blue mountains,bardens lookout,jolly good fellow,1,34.64705882,1,0.016403084
210,aus,blue mountains,bardens lookout,karinya,0,31,2,0.148516772
211,aus,blue mountains,bardens lookout,kates kangaroo dance,0,49.5,3,-0.053816645
212,aus,blue mountains,bardens lookout,lady grinning soul,0,44.18181818,2,-0.06925332
213,aus,blue mountains,bardens lookout,lady stardust,1,45.23809524,2,0.172608533
214,aus,blue mountains,bardens lookout,little triggers,1,37.73913043,1,0.08566998
215,aus,blue mountains,bardens lookout,major tom,1,49.57894737,2,0.020797841
216,aus,blue mountains,bardens lookout,mals mega route,0,46,2,0.43437066
217,aus,blue mountains,bardens lookout,mike and lorna go to town,0,36.85714286,2,0.247725765
218,aus,blue mountains,bardens lookout,pleasures of all flesh,0,62.75,1,0.41549781
219,aus,blue mountains,bardens lookout,puppy fat,1,49.16666667,2,0.030752249
220,aus,blue mountains,bardens lookout,scheme of things,0,48.94736842,2,0.228178546
221,aus,blue mountains,bardens lookout,sound and vision,0,41.375,2,0.202084932
222,aus,blue mountains,bardens lookout,starman,-1,41.84210526,2,0.052516009
223,aus,blue mountains,bardens lookout,these terrors be but arguments for the children,0,55.16666667,2,-0.062360282
224,aus,blue mountains,bardens lookout,turkey slap,1,54.58333333,2,0.079050804
225,aus,blue mountains,bardens lookout,way of all flesh m,1,57.06818182,2,0.094410703
226,aus,blue mountains,bardens lookout,who killed bambi,0,46,2,0.177829051
227,aus,blue mountains,bell,an angel walks by,0,49,2,-0.045211449
228,aus,blue mountains,bell,autophagocytosis,0,57,2,-0.055665188
229,aus,blue mountains,bell,belayers root,0,37.33333333,2,0.074478897
230,aus,blue mountains,bell,blow torch,0,48,2,0.1161668
231,aus,blue mountains,bell,cavity search,1,54.83333333,2,0.119128316
232,aus,blue mountains,bell,crumple zone,0,55.5,3,-0.036689294
233,aus,blue mountains,bell,daffy,0,46.2,2,0.00266469
234,aus,blue mountains,bell,darkwing duck,0,52.66666667,0,0.024154109
235,aus,blue mountains,bell,does my bum look big on this,0,55,2,0.012637263
236,aus,blue mountains,bell,duck tits,0,41.5,0,0.014633724
237,aus,blue mountains,bell,duck walk,0,55,2,-0.036042261
238,aus,blue mountains,bell,duckling,0,39.75,0,0.074478897
239,aus,blue mountains,bell,event horizon,0,57,2,0.143936924
240,aus,blue mountains,bell,fast forward the future,0,66,2,-0.033108121
241,aus,blue mountains,bell,femme flic,0,42,2,0.45193052
242,aus,blue mountains,bell,fly fury,0,38,2,-0.073474534
243,aus,blue mountains,bell,gosling,0,36,1,0.074478897
244,aus,blue mountains,bell,gushing gargoyles,0,58.33333333,0,-0.03972493
245,aus,blue mountains,bell,jingle bells,0,41.66666667,1,-0.101247084
246,aus,blue mountains,bell,megan,0,38,2,-0.045211449
247,aus,blue mountains,bell,mr redeemer,0,56.75,0,-0.156773512
248,aus,blue mountains,bell,paddle steamer,0,53,2,0.091156439
249,aus,blue mountains,bell,paint god,2,52.75,0,-0.061640587
250,aus,blue mountains,bell,pluck a duck,-1,51.33333333,3,-0.045211449
251,aus,blue mountains,bell,realite nexiste pas,1,58,0,-0.035927214
252,aus,blue mountains,bell,reality dysfunction,0,52.8,2,0.645364937
253,aus,blue mountains,bell,seamstress,0,46,2,0.060418046
254,aus,blue mountains,bell,searching for the light,0,49,1,0.411551996
255,aus,blue mountains,bell,snappy dresser,0,51,2,0.439815082
256,aus,blue mountains,bell,space between atoms,0,63.66666667,0,-0.045792741
257,aus,blue mountains,bell,spent force,0,57,2,-0.156632917
258,aus,blue mountains,bell,ten no trumps,0,51,2,0.011881238
259,aus,blue mountains,bell,three hour commute,0,48,2,-0.003191913
260,aus,blue mountains,bell,thunderbolts and lightning,0,51,2,0.074478897
261,aus,blue mountains,bell,troc de ille,1,50.5,2,-0.039706476
262,aus,blue mountains,bell,wet paint,0,51,2,0.14654832
263,aus,blue mountains,bell,when the spirits are calling,0,43,2,-0.073474534
264,aus,blue mountains,boronia point,ancient mariner,2,37.04761905,1,0.00653736
265,aus,blue mountains,boronia point,aneurysm,2,56.5,1,0.025809965
266,aus,blue mountains,boronia point,big wednesday,0,65.41666667,2,0.044862003
267,aus,blue mountains,boronia point,camal toes r us,-1,61.5,0,-0.164901795
268,aus,blue mountains,boronia point,camel toe,-1,61.75,0,0.080700017
269,aus,blue mountains,boronia point,cowboy clip,0,42,2,-0.02274218
270,aus,blue mountains,boronia point,creature without a brain,2,32,1,0.18034829
271,aus,blue mountains,boronia point,diana ross,0,42.2,2,0.015172803
272,aus,blue mountains,boronia point,dont belive the hype,-2,62.76190476,2,0.095669099
273,aus,blue mountains,boronia point,euchre,1,48.92592593,2,-0.059657943
274,aus,blue mountains,boronia point,grape hour,0,52.95588235,8,0.023584312
275,aus,blue mountains,boronia point,green eggs and ham,2,59,2,0.03648521
276,aus,blue mountains,boronia point,grey power,-1,54,3,-0.03649726
277,aus,blue mountains,boronia point,lyptus,3,48.92,8,0.034481814
278,aus,blue mountains,boronia point,mechanical animals,0,70,2,0.170001537
279,aus,blue mountains,boronia point,mr curly,-3,32.21428571,1,-0.043003059
280,aus,blue mountains,boronia point,mudeye,0,62.33333333,3,-0.117469843
281,aus,blue mountains,boronia point,onions extension dance mix,1,57.57142857,2,-0.001172916
282,aus,blue mountains,boronia point,silent rage,1,53.09090909,2,0.045137449
283,aus,blue mountains,boronia point,slipping on sumfin,0,57,1,-0.164901795
284,aus,blue mountains,boronia point,sprouts mexicane,0,47.92857143,2,-0.00336088
285,aus,blue mountains,boronia point,sydney rose,0,50.74193548,2,0.041286636
286,aus,blue mountains,boronia point,tripe,0,63.92307692,2,-0.061597427
287,aus,blue mountains,boronia point,veterans affair,2,57.4,1,-0.065591899
288,aus,blue mountains,bowens creek,almost almost,0,54.875,0,-0.010040676
289,aus,blue mountains,bowens creek,austri alien,0,50.75,1,-0.127219458
290,aus,blue mountains,bowens creek,beef cake,0,53,2,-0.16212206
291,aus,blue mountains,bowens creek,blonde gift,0,52.75,2,0.061495734
292,aus,blue mountains,bowens creek,boy from oz,-1,55,2,-0.026512923
293,aus,blue mountains,bowens creek,bustin dustin,0,45.55555556,1,0.076419997
294,aus,blue mountains,bowens creek,chimp chowder,-1,54.75,0,-0.042667951
295,aus,blue mountains,bowens creek,cripple pitch,1,55.33333333,3,0.141780969
296,aus,blue mountains,bowens creek,cupcake,0,57.5,3,-0.045211449
297,aus,blue mountains,bowens creek,fat free,0,52.92727273,2,0.052622724
298,aus,blue mountains,bowens creek,fox force five,0,50.85714286,2,0.094846136
299,aus,blue mountains,bowens creek,fuel my fire,0,56.81818182,2,-0.049163746
300,aus,blue mountains,bowens creek,half yearly clearanc,0,40,1,-0.045211449
301,aus,blue mountains,bowens creek,hoofmeister blue,0,62.25,3,-0.107052218
302,aus,blue mountains,bowens creek,interstella fella,0,55,2,-0.042472803
303,aus,blue mountains,bowens creek,itinerate immigrants,0,51.2,2,0.064365968
304,aus,blue mountains,bowens creek,kraut pleaser,-2,40.46153846,2,-0.019683126
305,aus,blue mountains,bowens creek,lard arse,0,36,1,-0.047860133
306,aus,blue mountains,bowens creek,line of credit,0,42,2,0.074478897
307,aus,blue mountains,bowens creek,lloyd of the rings,-1,56.86206897,2,0.041072713
308,aus,blue mountains,bowens creek,mr pink,0,42.6,2,0.01029136
309,aus,blue mountains,bowens creek,mutton poacher,0,42.22222222,1,0.079670845
310,aus,blue mountains,bowens creek,nasty when cornered,0,38.66666667,3,0.347878817
311,aus,blue mountains,bowens creek,navel aviator,1,56.62857143,0,0.023302554
312,aus,blue mountains,bowens creek,outer space,0,43,2,0.074478897
313,aus,blue mountains,bowens creek,pretty fly,1,53.14285714,2,0.128337813
314,aus,blue mountains,bowens creek,shut the gate,0,45.75,2,0.186863228
315,aus,blue mountains,bowens creek,tea ladies from nato,0,48.25,1,-0.005314667
316,aus,blue mountains,bowens creek,visibly aroused,0,52.66666667,0,0.02027191
317,aus,blue mountains,centenial glen,acceptably cosmic,2,48.67741935,8,0.063134697
318,aus,blue mountains,centenial glen,acceptably hairy,0,48.25,2,-0.044468687
319,aus,blue mountains,centenial glen,alpha leather,0,68.16666667,2,-0.165205416
320,aus,blue mountains,centenial glen,apraxia,0,53.26923077,3,0.017317849
321,aus,blue mountains,centenial glen,back hand tosser,0,49,1,0.074478897
322,aus,blue mountains,centenial glen,bare essentials,-4,55.05714286,2,0.105764387
323,aus,blue mountains,centenial glen,bearly august,0,61.18518519,2,0.00434336
324,aus,blue mountains,centenial glen,bernie loves sausages,0,57,2,0.035122875
325,aus,blue mountains,centenial glen,bernie loves tofu,0,58.93333333,2,-0.042627353
326,aus,blue mountains,centenial glen,better than a wank,0,53,2,0.072702151
327,aus,blue mountains,centenial glen,better than chocolate,2,48.52631579,2,-0.002637358
328,aus,blue mountains,centenial glen,better than life,0,67.75,2,-0.14550096
329,aus,blue mountains,centenial glen,better than nothing,1,56.84848485,2,0.031455648
330,aus,blue mountains,centenial glen,billy bunter,0,36.11111111,2,0.025172452
331,aus,blue mountains,centenial glen,birthday salmon,0,63,7,-0.100109585
332,aus,blue mountains,centenial glen,brutal movements,1,57.09090909,2,-0.066079033
333,aus,blue mountains,centenial glen,chase the lady,1,48.63157895,2,-0.023746631
334,aus,blue mountains,centenial glen,chasing ernest,0,46,4,0.74889781
335,aus,blue mountains,centenial glen,cold water classic,1,53.33333333,3,-0.069607905
336,aus,blue mountains,centenial glen,corner of main wall,0,49,4,-0.073474534
337,aus,blue mountains,centenial glen,disintegrator,0,50.72222222,2,-0.026246085
338,aus,blue mountains,centenial glen,dr foopsickle,-1,40.09090909,3,-0.004202254
339,aus,blue mountains,centenial glen,ernest in africa,3,52.37837838,0,0.023734504
340,aus,blue mountains,centenial glen,ernest the lady,0,42,2,-0.040794668
341,aus,blue mountains,centenial glen,essentially trix,0,57,2,-0.172501841
342,aus,blue mountains,centenial glen,glad ingram direct,0,50.72727273,2,0.008478437
343,aus,blue mountains,centenial glen,hairy horrace,2,47.73239437,8,0.082895863
344,aus,blue mountains,centenial glen,hang five,-1,42.6,3,0.017194177
345,aus,blue mountains,centenial glen,hip shake jerk,-1,52.8,2,0.014266092
346,aus,blue mountains,centenial glen,horrace herrod,0,53,2,0.085891941
347,aus,blue mountains,centenial glen,inertia,0,63.93333333,2,-0.030749982
348,aus,blue mountains,centenial glen,iona,4,50.45945946,2,0.053740211
349,aus,blue mountains,centenial glen,jaqueline hyde,3,50.48648649,8,0.039803024
350,aus,blue mountains,centenial glen,jaquelinr hyde extension,0,56.33333333,2,0.041629415
351,aus,blue mountains,centenial glen,jaws,0,42.54081633,8,0.077824715
352,aus,blue mountains,centenial glen,jug addiction,0,51,1,0.014633724
353,aus,blue mountains,centenial glen,junket pumper,2,50.66666667,8,0.038820531
354,aus,blue mountains,centenial glen,larger than life,0,66,1,0.211237078
355,aus,blue mountains,centenial glen,levitation,0,61.92857143,2,-0.085006768
356,aus,blue mountains,centenial glen,madge mcdonald,2,52.82352941,8,0.00184531
357,aus,blue mountains,centenial glen,microwave,-1,63.20689655,2,-0.053855575
358,aus,blue mountains,centenial glen,moonshadow,0,69,2,0.067005829
359,aus,blue mountains,centenial glen,mostly harmless,-1,62.14285714,2,-0.017301326
360,aus,blue mountains,centenial glen,nappies patrique,0,54.33333333,1,-0.045211449
361,aus,blue mountains,centenial glen,nev herrod,2,48.62068966,8,0.060727304
362,aus,blue mountains,centenial glen,new england clam chowder,0,60.5,1,-0.164901795
363,aus,blue mountains,centenial glen,nightmare merchant,0,59,6,-0.164901795
364,aus,blue mountains,centenial glen,off the lip,0,48.59090909,2,0.026198656
365,aus,blue mountains,centenial glen,paddington,4,52.52238806,8,-0.003278672
366,aus,blue mountains,centenial glen,point break,1,65,0,0.01537976
367,aus,blue mountains,centenial glen,puddles,-2,55.125,0,-0.041341014
368,aus,blue mountains,centenial glen,ratcat,-1,50.92857143,2,0.002115616
369,aus,blue mountains,centenial glen,roller girl,0,49.33333333,1,-0.043253914
370,aus,blue mountains,centenial glen,roof raider,1,61.69230769,0,0.02128055
371,aus,blue mountains,centenial glen,rubber lover,2,52.9,8,-0.006610118
372,aus,blue mountains,centenial glen,ruddy norry,0,45.73333333,2,0.106862898
373,aus,blue mountains,centenial glen,salubrious sewerage,0,56.83333333,2,-0.10223701
374,aus,blue mountains,centenial glen,say cheeze  die,0,55,1,-0.169933892
375,aus,blue mountains,centenial glen,sea air,0,59,2,0.020642137
376,aus,blue mountains,centenial glen,search  destroy,0,68,2,0.000785068
377,aus,blue mountains,centenial glen,shore break,-2,51.12,2,0.01034994
